text,bonus_clustering
Άλλαξεν τονε τον αδόξαστο,0
Ένα βόδι δυο άσπρα,0
Ο καιρός πουλεί τα μήλα κι΄ο χειμώς τα αγοράζει,0
Μαλλί στη γλώσσα έβγανα,0
"Αμαρτία εξωμολογημένη, αμαρτία ουκ έστιν",0
Τον ήβαλε τα γιαλιά,0
Δεν είν' αυγό να το ρουφήξεις,0
Τον Άδη με τα λείψανα θέλει,0
Τον Αράπην κι αν λευκάνης 'ς τον αέρα σπίτι φκειάνεις,0
Κλαίει χαν τουν ιβρίον,0
"Τετράδη και Παρασκεβγή τα νύχια σου μη ράψης, τη Κυριακή μη χτενιστής α θέλης να προκόψης",0
Επά ιαλός κι εκεί ιαλός καί πού νά πέσω νά πνιώ,0
"Πρωτακουστής, πρωτοκλαστής",0
Πηιότερο ψωμί τρώεται με το μέλι παρά με το ξίδι,0
"Άμα τρώη ο κόρμος, τρώει κι ο Κορμάς",0
"Κι' αν έχης κι' αδερφό ιατρό, το μήλο πάστρευγε το",0
Όπου δυό κι εμείς τρείς,0
"Ο παπάς όποιον βλέπει, εκείνο θυμιάζει",0
Σε τόπο αδιαφόρετο πολύ ώρα μη καθίζης,0
"Πέ μου, μέ ποιό συναναστρέφεσαι, νά σού πώ ποιός είσαι",0
Ο ακριβός και το ξένο το λυπούται,0
"Καινούργιο μου κοσκινάκι, και που να σε κρεμάσω!",0
Αουστάκις ο διπλοχεστάκις,0
Το 'να σου χέρι στα σκατά και τ' άλλο στα φασόλια,0
Η ανάγκη κάνει τ' άρματα,0
Μπόρτσες μαζώνει,0
"Τον οχτρό σου πρέπει να τονε ξέρης, για να φυλάεσαι",0
Καθημερνοστόλιστος,0
Το Μάρτη βάν' αργάτες κι' ας είναι κι' ακαμάτες,0
Αλοίς του που δεν έχει νύχια να ξυστή κι αναμένει να τόνε ξύσουν άλλοι,0
Πώς τα πας με την αγάπη; Σαν το σκύλλο με τον κάτη,0
Ο ένας άθρωπος γίνεται διάολος και πάει και πειράζει τον άλλο,0
Ήρεξέ σ' ο (γ)άδαρος. Ν' απογέψω ήθελα,0
Αλίς του που πεινα και βούλεται χορτάση,0
Που βαστά καλά βαστά,0
Άμα δε 'ύρ' ο γάδαρος δε ταξιδεύ' η πέτρα,0
Δυό μαλώνουνε δυό φταίνε,0
"Όποιος θέλει να μισέψη, στην περιαλιά καθίζει",0
Μπόρτσες διαβάζει κι εουτός,0
"Κορμί θωρείς, μα καρδία δεν ηξέρεις",0
Σε' άμο και σε ταξίδι μήτε λάδι μήτε ξείδι,0
Θες τρώω κι άμε στα ζα,0
Ποιος βάλλει το δάχτυλον του εις το μέλι και δεν το αγλείφει,0
"Η νύμφ΄ αφού τις γεννηθή, στη πεθερά τση μοιάζει",0
"Καλού καιρού ξύλο κόψιμο, ελέαν οι παλαιοί",0
Τα τζττζά του Ιάννη θέλω και το Ιάννη δεν ηθέλω,0
Την έκαμα και τάκαμενε ίσαμε το σούρτη,0
Μόνου τον αρρωστημέν αρωτουνε,0
"Που μάχαιρα δώση, μάχαιρα θα πάρη",0
Δώνει το 'εμάτο και παίρνει τ' αδειανό,0
Δωσ' μου το ψωμί σου να κόψω να σου δώσω,0
Ή νάναι τό τίοτα ή νά μήν είναι,0
Αστιβές στο ντράφο να τσοι μέσα,0
Που νου έχει κι' ανενού δεν έχει κακιώρα στο νου πόχει,0
Ο φαγάς στην ώρα του κι ακριβός ούτε καθόλου,0
"Ό,τ' έχω το νυχάκι που κόβγεις και πετάς δεν έχω όλο ντον άλλο γκόσμο",0
"Και παπάς έγινες, Κώστα; Έτσι τάφερ' η κατάρα",0
Λόϊα σου 'παν οι φκιωέρες του Χατζή οι θυατέρες,0
"Ο σκύλος άμα μααριστή, πάει πια",0
Το αίμα μο ίνην όβιο,0
Και με τα χίλια βάσανα πάλι η ζωή γλυκειά 'ναι κι όποιος το θάνατο ζητά πρέπει τρελλός για να 'ναι,0
Ο Ενάρης γεννά κι' ο Φλεβάρης φλέες ανοίει,0
Σαββάτο άμα(γ)ε(ί)ρεντο μπομπή τσε βδομάδας,0
Νερό δεν εβρέθηκε στο τσικαλούδι,0
Κάλλια 'χω το σημερινόν αυγό παρά την αυριονήν όρνιθα,0
"Α δε χαλάσης, καρδιές θα κάψης!",0
Εσπάσεν τα τσικαλούδια,0
"Αλίς του που δεν έχει νύχια να ξυστή, κι' ανεμένει να τονε ξύσουν άλλοι",0
Η πάστρα 'ναι μισήν αρχοδιά,0
"Κατά που πορέβγεσαι, παιδί μου, ούτ' εώ δεν ηξέρω που θα σπάση το σκοινί",0
"-Θώριε στραβέ. Λέει -Θώριε, Θεέ",0
"Άσκημή μου, πιας να φάμε, κι όμορφή μου, τί να φάμε;",0
Αυτά τ' ακούω γω βερεσέ,0
Όπ' ακούς πολλά κεράσα βάστα και μικρά καλάθια,0
Πρέπει να νοάς και να βλοάς,0
"Η πέτρα 'κει που κοίτετ', εκεί μαλλιάζει",0
Τα πολλά λόια 'ναι φτώχεια,0
Όσα ξέρω κοιμισμένος δεν τα ξέρεις ξυπνητός,0
Ενούς γαδάρος ξύλο,0
"Η όρνιθα λέει “Ρίξε μου, να σου ρίξω”",0
Λόος π' ακουστή ψοματινός δεν είναι,0
"Προφωνεύγω σε, φτωχέ, κι' α δεν έχης, αόρασε, κι' α δεν έχης ν' αοράσης, κλέψε, κι' α δεν είσ' άξος να κλέψης, ζήτηξε",0
Είπα γω και ασώνει και ας μιλήσει κι αγδόνι,0
"Γαϊδουρίσια μούτρα, αρχοντική ζωή",0
Πόσοι κοίτουνται νέπα χωρίς το θέλημά μου,0
Αθιβόλι είναι τ' αφτί του,0
"Τρέξετε 'ιατροί, τρέξετε 'ενιτσάροι",0
Σήμερα 'ν' ο ένας κι αύριο 'ν' ο άλλος,0
Ασπρισεντό μάτι μου,0
Όποιος κουτσός κι΄όποιος στραβός στον Άη Παντελεήμονα,0
Εμάτο σακκί σε υλίζει,0
Μόνου ο Θεός είν' αλάθαστος,0
Κι' εσύ κακό χειρόβολο κι' εω κακό δεμάτι,0
Όπου θέλει ο τσικαλάς κολλά τ' αυτί,0
"Βούρλα μού δώνεις, ψαθί σού πλέκω",0
"Όποιος δεν έχει 'έρο, ναοράζη",0
"Ιά τα φαϊά, 'ιά τα πιοτά είναι τα νιά μουλάρια, 'ια τσι τρομάρες τσι βαρειές είναι οι 'έροι μαύροι",0
"Ο Μάρτης ο γδάρτης, κι' ο πασσουλοκάφτης",0
Φωθιά εί΄ ντο μάτι ντου,0
Άλλος κάνει κι' άλλος βρίσκει,0
"Ο χωριάτης βάνει το σχοινί μονό και δεν σώνει, και το βάνει διπλό και περισσεύει",0
Ο παπάς τα θαφτικά κι' ο νεκρός στ' ανάθεμα,0
"Η ψευτιά είν' του διαβόλου, η αλήθεια του Θεού",0
"Όχι εδά, λε', εσώθησαν οι ζαβοί!",0
Δεντρί που δεν αθεί ποτέ μη φας απ' τον καρπόν ντου μη κοιμηθής 'ς τον ήσκιο ντου και πάρης τον καμό ντου,0
Οπου πονεί κανείς αγγίζει,0
Πρώτα θωρείς το 'είτονα σου κι 'απέκειο το Θεό,0
"Ο παπάς, που βγάνει τη μερίδα, ξέρει, που τη βγάνει",0
"Μ' ένα κώλο γεράζει κανένας, μ' ένα βιός δέ γεράζει",0
"Που πάρη χίλια τάλαρα και κακοριά 'υναίκα, τα χίλια τάλαρα θα φα' κι' η κακοριά του μένει",0
Τα νύχια μου 'θελε να μυριστώ;,0
"Ω Θεέ μου, και πως τα βαστάς τα παράστρατα!",0
"Ας με βαστά η μάνα μου, κι ας με βαστά κι άσκημα",0
Μάτια βουλωτά,0
Όποιος δεν έχει 'έρο να πάει ν' αοράση,0
"Το κουριαλόν επέθανε, γρϊά και 'έρος τόκλαιε",0
Το διάολο τονε θυμιάζουνε με το λιβάνι και δε θέλει,0
"Τράβα, ΄έρο διάολε",0
Όπκοιο νερό μέ πνίξη θάλασσα λοϊέται,0
Καλός κακός οαπότραφος πέντε δέκ' ανέμους απαντά,0
Α' τα μετρημένα τρώει κι' ο λύκος,0
Ότινα μ' εύρης έοαρ' με να μ' έχης όντε θέλεις,0
Ευτό παλιό κι' άλλο καινούργιο,0
Αοόμυιες έχεις μέσ' σό βρακί σου,0
"Η όρνιθα πίνει το νερό, μ' αξανοίει και το Θεό",0
Που ταχινοφάει και μικροπαντρευτή ποτέ δε χάνει,0
Το Θεό ήπιασεν α΄ το ποδάρι,0
"Έλα, μα ο σκύλος άμα (αφού) μααριστή...",0
Βάσανα πού τάχει η ρόκκα κι' όπου θες άμε κι αρώτα,0
Θα κάμη το Ζά λειβάδι,0
Οπού βαστά καλά βαστά,0
Ευτός ξέρει ότι σέρνει ο πλατύς ποταμός,0
Από 'κει που 'πέρασεν η κατσίκα θα περάση και το κατσικάκι,0
Ια καλό και 'ια κακό πάρτε και μια γάτα,0
Δικό μου το ψωμί και ξένο το μαχαίρι,0
Οι λαλάδες μας επλώθανε στον ίδιο νήλιο,0
Δεν αρωτου μήτ' απεζό μήτε καβαλλάρη,0
Το σκοινί το βάνεις μονό και δέ σώνει και το βάνεις διπλό και περισσεύγει,0
"Δε 'δα το σκύλο στη στάχτη, κι αμε στ' αλεύρι!",0
Πανάος,0
Ο καλός γάδαρος κάνει δυο κόποι,0
"Που γράψ' ο Θεός αβράκωτο, ποτέ βρακί δε βανει",0
Το(ν) ξένο μες στο σπίτι σου για μάρτυρα τον έχεις,0
Το κακό είν' ανερίφνητο,0
"Κάθα καλ' ανευρίσκεται, κάθα κακό θυμιέται",0
Μ' ανεγνώστης εΐνης Κώστα; Έτσι τάφερ' η κατάρα,0
Θα με κάμετε να τ' αφήσω όλα λυτά και δεμένα,0
Μωρέ έλεϊκο του ελεϊκού δεν του ΄καμα,0
Ο Ενάρης κι' α 'εννά του καλοκαιριού μηνά,0
"Θώριε ούγια και παίρνε πανί, θώριε μάννα και παίρνε παιδί",0
Ο Ακριβός για το καρφί χάνει και το πέταλο,0
Η νύχτα 'χει ένα μάτι κι' εκείνο ('ναι) σκοτεινό,0
Γέρο Βοριά αρμένιζε και με Νοθιά φρεσκαδούρα,0
Εμουτζουρώθηκε τζη 'ύφτισσας ο κώλος!,0
Να 'δα του κουλουρονόρη σκύλου η νοριά,0
Παίρνω τ' αφτιά,0
"Όποιος πάει με το Θεό, ποτέ δε χάνει",0
Αυτός είναι για τα παναϋργια,0
Γριά κι αν εστολίζουσου 'ς τ' ανήφορο γνωρίζουσου,0
Οι πόρτες είναι 'ια τσι χοίροι και 'ιά τσι καλοί αθρώποι,0
"Άμα θωρής του 'ειτόνου σου το καλύβι και καίεται, ανέμενε και το δικό σου",0
Θέλη δε θέλη ο 'άδαρος το βάνει το σομάρι,0
"Α δε ριζϊάρης, δε σκαπουλάρεις",0
Αλάτσι του χρειάζει ακόμα και φτηνού,0
Είν' ο πόδας μου μέσ' στο λάκκο,0
Ακριβοπούλιε και σωστοζύαζε (ή σωστοζύαζε κι ακριβοπούλιε),0
"Έρημα νιάτα, κακά 'εράματα",0
Μισή οκά πάχος φέρνει εκατό δράμια ομορφιά,0
Κατά μάνα κατά κύρη έκαμα ι έναι 'ιο Ζαφείρη,0
Κατά που μου ψάλλεις σου καλαναρχώ,0
"Ένας αέρας που δε σε πειράζει, άσ΄ το κι ας φυσά",0
Του παπά το πετραχήλι ποταμός είναι και σύρει,0
Σαν πεινώ και δε νυστάζω όσο θέλεις σκέπαζέ μου,0
"Καλύτερα το σημερινό αυγό, παρά την αυριανή κότα",0
"Σαν πεθάνω εγώ, φούρνος να μην καπνίση",0
Απού τον όρθρον ήβγαινα και λειτρονιά μο πάντα,0
Η κατσίνα και η σούβλη ει' των Αξώτω το γλϊούδι,0
Κολιός και τζόος,0
Ο καιρός πουλεί τα ξύλα κι΄η φουρτούνα τ΄αοράζει,0
Θώρεις οΰια (ούες)  κι έπαιρνε και θώριε μάνα κι έπαιρνε παιδί,0
Ως πόχει το μάτι μου νερό,0
Το γξένο μες το σπίτι σου 'ια μάρτυρα τον έχεις,0
Πκιό καλά να τα 'χης μ' ένα λωλό παρά μ' ένα ζαβό,0
Τα δε κεφαλή και πάει και στο μπαρμέρη,0
Τ' Άη Λιά (μπ)αίνει το λάδι στην ελιά,0
Και τ' άλλο τ' αποδέλοιπο μεσ' στου Παραμεριάρη,0
Ήνοιξαν τη σκόρδα του,0
"Νάτονε η ζήλεια ψώρα, εκασίδιαζεν η χώρα",0
Ο κακός χέστης χέζεται δυο βολές,0
Τση Παρασκευγής τα 'έλοια του Σαββάτου μοιρολόια (ή κλάματα),0
Στά σαράντα του πισσίτη μπαίνει άλλος μέσ' σ' το σπίτι,0
Επέτα κι εμένα το μάτι μου,0
Η καλη μέρα τσή δείχτ' α' ταχυτέρου,0
Δε θα σου βγάλουν το κεφαλομάντηλο!,0
Ζόρι ζορινά Χριστός ανέστη,0
Ε! η μυία σ' έπιασε πάλι,0
Απου τα νύχια ως τη γκορφή,0
Αγάλι' αγάλια 'ίνεται η αγουρίδα μέλι,0
Μίλιε του κοράκου να σου λέη “κρα”,0
Τα γρόσα το Χριστόν επαραδώσα,0
Δος μου το ψωμί σου να κόψω να σου δώσω,0
Τα σκυλλάκια με βαστουνε,0
Καλύτερα νάχη κανείς κακό χρόνο παρά κακό 'είτονα,0
Ξοδιάζουν οι λωλοί και τρων οι φρένιμοι,0
"Ότι να φάς το φαϊ σου μοναχός, το τρώς μια βολά, κι' ότι να το δώσης, το τρώς πολλές βολές",0
"Νάτονε η ζήλεια ψώρα, εκασίδιαζ' όλη η χώρα",0
"Που 'εννηθή στη φυλακή, τση φυλακής θυμάται",0
"Θες δε θες, γάδαρε, θα πιης νερό",0
Να τρώς και να γλύφης τα δαχτύλια σου,0
"Ώσπου ζει, λέει, κανείς μαθαίνει",0
Ποιος ζει και ποιος απεθαίνει ...,0
Απ' άθρωπο μποδίζεσαι κι απ' άθρωπο φωτίζεται,0
Όχι εδά ψόματα 'ν' η σκεπαρνοκομμένη!,0
"Αγάπα με και μην ακούς τα λόγια τα περίσσα. Κύτταξε τα δαχτύλια σου, αν είναι όλα ίσα",0
"Όποιος δανείζει τω φτωχώ, δανείζει του Θεού (ή: του Χριστού)",0
Όχι εδά ψόμματα 'ναι πως εβάλανε του σκύλου τη νοριά στο καλαμοκάνι,0
Στον ατζαμή λαχαίνει το ψάρι,0
"Εκεί που δε σε σπέρνουνε, (να) μη ξεφυτρώνης",0
Μ' έχει στην πούντα του μαχαιριού,0
Ψώματα κι αλήθεια ετσά είναι τα παραμύθια,0
Ο τσικαλάς όπου θέλει το κολλά τ' αυτί,0
Αδύνατο 'ναι να ενή 'άμος άκλαυτος και λείψαν' αέλαστο,0
Μου κόψανε το αίμα μου,0
"Τα παιδιά, α δεν είχανε παιδείες, δεν ήθελε να τα λένε παιδιά",0
Είδα δα πολλοί σπανοί μα είχαν και κάπου τρίχα,0
"Κάπου μέδες, κάπου σέδα",0
Τω λωλώ το φαΐ τρώεται πρώτα,0
Τα 'κατό ργιαλάκια θέλω και το 'άδαρο να φεύγω,0
Απού τσ' Αγίας Άννας παίρνει η μέρα και μεγαλώνει κι απού τ' Αη Ιαννιού του Κληδόνου παίρνει και μικραίνει,0
"Η λαήνα πάει πολλές βολές στο νερό, μα πάει και μια βολά και δε στρέφεται",0
Κυνήγα τον αξυπόλητο να του πάρης τα παπουτσια,0
"Σαράντα φα', σαράντα πιε, σαράντα μετανίσου, σαράταν δώσης του φτωχού να σώσεις τη ψυχή σου",0
Στον ουρανό σ' εύρευγα και στη 'ής σέβρηκα,0
Ηύρεν ο Φίλιππας τον Ναθαναήλ,0
"Άη μου Νικόλα, και σώσε με. Λέει, Και σάλεβγε κι΄εσύ τα χέρια σου",0
Ο καλός μύλος αλέθει και σιτάρι και κριθάρι,0
Όποιος σουλατσάρει σουλατσάρει τον άλλο,0
"Στο 'ομάρι βάνεις, βάνεις και στη στράτα πορδοκλάνεις",0
Ανεκατώνοντας τα σκατά βρωμούνε,0
"Τον αράπη κι' α λευκάνης, μόνου το σαπούνι χάνεις",0
Ξημερώνοντας και διατάζοντας,0
Τον αποψινό σου θυμό φύλαέ τονε ΄ιαύριο,0
"Θέλω ν' αιάσω, μα δε μ' αφίνουνε",0
Κάλλιο να ξέρης παρά να 'χης!,0
Ο Μανώλης με τα λόια χτίζ' ανώια και κατώια,0
Δυό πέτρες το βγάζουν τ' αλεύρι,0
"Το κάθατί είναι 'εννησιμιό, κολλησιμιό δεν είναι",0
Καλύτερα 'ναι να ξέρης παρά νάχης,0
"Νάτονε η ζήλεια ψώρα, θένα 'ψώριαζ' όλη η χώρα",0
Ο κόσμος τά 'χει τούμπανο και συ κρυφό καμάρι,0
Απ' ακοής αλέθ' ο μύλος,0
Τα κακά κειτάμενα κι' οι χοίροι κι' οι σκύλοι τα τρώνε,0
Όλον απάνω μου ντό μάτι τζη,0
Κάνω του κεφαλιού μου,0
Αυτά είναι τα κουμπιά τσ' Αλέξαινας και τα βάσανα τση ρόκας,0
Τζωρτζίνα το κάμανε,0
Εκείνος που κλαδεύγει ή κασσίδης πρέπει νάναι ή ψείρες νάχη,0
Προφωνεύγω σε φτωχέ κι α δεν έχης δανείσου κι αόρασε,0
Μήτε κακό στεφανωθής μήτε κακό 'εννήσης,0
Πίττα μπρος και πίττα πίσω νάβγω θέλω να μιλήσω τση γειτόνισσα το δίκηο,0
Ο διάολος λέει “Ρίχτε 'σύ κι 'εώ λαβώνω”,0
Η κατάστασι τσι κάνει τσοι βοσκοί Αμερικάνοι,0
"Ότι να μη φελά ο καραβοκιούρης, το ρίχνει το καράβ' όξω",0
"Κάρκα ένα, κάρκα δυό",0
"Όποιος καή στην αλευρϊά, φυσά και το ξύαλα",0
Λόος π' ακουστά ψομμαθιανός δεν είναι,0
Τση νύχτας τσοί δουλειές τσοί βλέπεις μέρα και γελάς,0
Άλλα των αλλών μπάρμπα Νικολο!,0
Δεν παίρνει φυτίλλι,0
Η κατσίνα και η σούβλη ει' τζη Νάξος το γλϊούδι,0
Κόττα πίττα το Ενάρη και παπί τον Αλωνάρη,0
Στου βουδιού το μάτι κρύβγει τη δεκάρα,0
"Μ' όϊο δάσκαλο καθήσης, τέθοια γράμματα θα μάθης",0
"Άσπρος σκύλος, μαύρος σκύλος, όλοι οι σκύλοι μια ενιά",0
"Που 'υρεύγει τα πολλά, χάνει και τα λϊα",0
Η αμαρτία θάνατο 'εννά,0
"Έχεις δίκιο, μα που να τόβρης;",0
Κόρακας κοράκου μάτι δε' βγάνει ποτές,0
Δεν ηξέρ' από που βγαίνει ο νήλιος,0
Το πάχος σκεπάζει εφτά λοιώ ασκήμια,0
"Του Μάρτη αν οι τρεις του κακές, όλος καλός, αν οι τρεις του καλές, όλο κακός",0
Με τα χείλια πόχω μετά κείνα σε φιλώ,0
"Αφέντης είν' αγάς, απόθεν θέλει, ανεβοκατεβαίνει",0
"Ότι να ρίξης πέτρα, τα υστερνα σου χρόνια",0
Κάνεις το λοαριασμό χωρίς το ξενοδόχο,0
Δε ντο 'καμεν η κεφαλή μου,0
Σαν αλαμάνος είσαι καημένε!,0
Οπό 'χει κόρην ακριβή του Μάρτη ο ήλιος μη την 'δη,0
"Ξένα πόνια, ξένα 'έλοια",0
Την έχει αρμαμένη,0
Μοιρολογούν τα φρύγανα και κλαίν οι ατσιννούδες,0
Από Μαρτιού καλοκαιριού κι' απ' Άουστο(ς) χειμώνας,0
Ια καλό και 'ια κακό θάψετέ τονε λαϊκό,0
"Οπό 'χει κόρην ακριβή, του Μάρτη ο ήλιος μη την 'δη",0
Το Μάρτη βάν' αργάτη κι' ας είναι κι' ακαμάτης,0
Με ξένα κόλλυβα μνημονεύγεις τσι 'ονείς σου,0
Τση νύχτας τα καμώματα τα βλέπ' η μέρα και ελά,0
Κάλλια ρούχα παρά ρούφα,0
"Αν ετρώαν οι σκύλοι τα κλαδιά, ήθελε ναχη κι ο Χατζής μια δέκαριά",0
Μάθια σφαλούν και μάθια 'νοίουνε,0
Άσπρες μυίες (θωρεί),0
Οι ξυλιές τση μάνας είναι γλυκιές,0
Άλλοι λαχταρούν τα ένια κι άλλοι κόβγου ρίχτουν(τα,0
Δεν βάσταξεν α τα σύκα ως τα σταφύλια,0
Ο χωριάτης βάνει το σκοινί μονό και δέ σώνει και βάνει το και διπλό και περισέβγει,0
"Δε 'δα το σκύλο στη στάχτη, κι αμ' έλα μου στ' αλεύρι!",0
Ο Θεός να σε φυλάη από σιγανό ποταμό τσαι από το φόβου του αδυνατου,0
Τα καθαρά μαντήλια κάνου γκι' εφτές,0
Επά είναι μάλι που δεν τόχουν κι άλλοι,0
"Ό,τι σκατά και το φκυάρι",0
Σρυχώρνα τ΄όχτρού σου να σου συχωρνά ο θεός,0
"Χαρά στο 'έρο π' αγρυπνά, στο νέο που κοιμάται",0
"Δυό μαλώνουνε, δυό φταίνε",0
Του Ρωμιού μονό δέ φτάνει και διπλό του περισσεύει,0
Το πολύ κύριελέησο κι' ο παπάς βαριέται το,0
Μιά ιδέα 'ν' όλα,0
Μήτε στα μονά σε βρίσκει κανείς μήτε στα ζυά,0
Το πρόσωπο τ' αθρώπου 'ναι μαχαίρι,0
Κάλλιο στο μάλι μου παρά στο κεφάλι μου,0
Το κρύο και τη ζέστη τη δουλιούνε μόνου οι ζαχαροκερένιοι αθρώποι,0
Πιάσ' να πιης!,0
Του παπά τα 'ένεια ξίζει (ή κάνει),0
Κατά μάνα κατά κιούρη κατά τέκνο και παιδί,0
Ο ένας τση λόος δε 'ίνεται δυο,0
Τ' αμπέλια σου φράξε και μη σε γνοιάζη 'ιά του κόσμου τ' αμπέλια,0
Εγλυκάθην η γριά τα σύκα και το βράδυ τ' ανεζήτα,0
Δεν ηξαίρει να αξαμώνη κρίμας τα λεφτά που δώνει,0
Ο παπάς μας ο καλός κι΄Αρβανιτονικολός,0
Λίη 'ης σε θεραπέψη και πολλή σε ξελοθρέψη,0
Οπόβρω τ' ανεβάτζο μου εκεί 'ν τα γονικά μου,0
Φτωχός στο σπίτι πλούσιος στο παναΰρι,0
"Θέλης θέριζε και δένε, θέλης δένε και κουβάλιε",0
Τση ΄υναίκας το μεροκάματο το τρώει μιαν όρνιθα το βράδυ,0
"Ένα σμπάρο, δυό τρυόνια",0
"Όποιος γέρος δεν κρατεί, θέλει δέκα μέσ' αυτή",0
Άκουε κι' εσύ τυριά και φούσκωνε μανούρες!,0
Ν' ανεμένη κανείς α' τον αδείπνητο κολάτσι,0
Άλλα λόϊα ν' αγαπιόμεστα,0
Πιότερο φαϊ τρώεται με το μέλι παρά με το ξείδι,0
Η 'ούλα κάστρα πολεμά και χώρες διαομίζει,0
Του Ενάρη το φεγγάρι παρά λίο μέρα μοιάζει,0
Τέθοια χάλια 'χει η ρόκκα κι άμα θέλης κάτσ' αρώτα,0
"Όποιος κυνηά δυό λαοί, μήτε τον ένα πιάνη μήτε τον άλλο θωρή",0
Ο κλέφτης το εβέντισμα ια παναΰρι τόχει,0
Όποιος θαρεύγεται τον κώλο του χέζει τα βρακιά του,0
Ώσπου νανεβοκατέβη το σπαθί...,0
Το καλό αδουράκι κάνει δυο κόποι,0
Σήμερα πισίνι κι' αύριο βερεσέ,0
"Κατά μάννα, κατά κιούρη, κατά τέκνον και παιδί",0
"Όσο βαρεί, ξίζει",0
Πιάνουν και τω αδάρων κέρατα και τω χοιρώ κουδούνια,0
"Αν έχης εσύ κοιλιά 'ια σπάσιμο, δεν έχω 'ω φαΐ 'ια χάσιμο",0
Να δουλεύω να πεινώ; ας κοιμούμαι κι ας περνώ,0
Γιά 'να κασσιδιομέν' αρνί κασσιδιάζει τό μαντρί,0
Κι' εώ κακό χειρόβολο κι' εσύ κακό δεμάτι,0
Πλατάνοι σηκώνει,0
Να 'δα η σκεπαρνοκομμένη!,0
"Ίσα φάδι, ίσα στημόνι",0
"Πολλήν αγάπη, πολλήν αμάχη",0
"Σαββάτον είναι σήμερα κι' εώ ζεστό δεν είδα, τάχας δεν εζυμώσασιν οι τρείς μου θυατέρες;",0
Άμα δής εγραίο 'ύρευγε σπίτι στερέο,0
Το σϊό σϊό νεράκι το περνά το 'αδουράκι,0
Εύρισε στο νήλιο,0
Δε μ' έσωνεν η κατάρα του ονιού (μου) μόνου 'χω και του πεθερού (μου),0
Έβαλε τον κολιό μέσ' στο ξύδι,0
Είμαι σα μαγειρεμένος,0
Τό κρϊό τσ' ελεημοσύνης,0
"Θέλοντας ο βλάχος, μη θέλοντας ο ζωγράφος, φόρεσ' ο Θεός παπούτσα",0
Θα σου πω ένα λόο στ' αφτί,0
Το πάχος κρύβγει δέκατέσσερα ψϊάδια,0
Σκότωνε διαόλοι πλέρωνε τζερεμέδες,0
Ήβαλές με κι ήβγαλά σε,0
Ο παθός είναι ιατρός,0
Ο οχτρός φίλος ποτέ δε ΄ίνεται,0
Όπου κουτσαίνουν όλοι πρέπει να κουτσαίνωμε κι εμείς,0
Στο Θεό μ' ανέβασες,0
"Όπου πολλήν αγάπη, και πολλήν αμάχη",0
Κάποιο λάκκο κρύβγει η φάβα,0
Ήβγες και του λόου σου την πρεσμεινάδα,0
Το καμωμέν' άκαμωτο δε 'ίνεται,0
"Κάτσε, κιουρά μ', ανέμενε να κάμω 'ιο να πάρης",0
Αλοίς που το ΄χ η κούτρα σου να κατεβάζη ψείρες,0
"Άη μου Νικόλα, κάψε κι΄άφης κιόλα",0
"Ο Θεός να φυλάη, απου τα πρωτοβρέξα",0
Δέν πρόλαβε νά δή τόν αέρα του,0
Δεν ξέρει να μοιράση δυο αδάρων άχερα,0
"Η ξικονοικοκιουρά κάνει τα κουκκιά τζη φάβα, τα ψωμιά τζη παξιμάδια",0
Όντε λείπη' ο κάτης α τη 'ωνιά παίζουν οι ποντικοί τον αρμαδούρο,0
"Που πεινα ια ν' αρχοντίνη, μόνου η πείνα τ' απομείνει",0
Έχουν οι φύλακες τη γνώση,0
Πρέπει να σηκωθή ο κόσμος στο ποδάρι,0
Ο Μάρτης ψοφά το πρωί το' άδαρο κι ως το μεσημέρι τόνε βρωμίξει,0
Ξαναζύμωσέ με κάμε με,0
Χίλια λόια κι έναν άσπρο κι εκείνο κρίμας είναι,0
Στον αέρα μιλείς,0
"Τα μάτια που ΄χα τα ΄χασα, τα φρύδια τι τα θέλω;",0
Δικό μου το μαχαίρι και ξένο το ψωμί,0
"Χαρά στο 'έρο π' αγρυπνά, στον νιόν όπου κοιμάται",0
Ο γάτης είναι πάστρα του σπιθιού,0
Ο κόσκινος τα ξεδιαλύνει,0
"Ο καλόερος κοιμάται, κι ο Θεός του μαερέβγει",0
"Όποιος σε κάνει και κλαίς, σ' αγαπά κι όποιος σε κάνει και γελάς, σε μάχεται",0
Μικρό μικρό τ' αλωνάκι σου και νάναι μοναχικό σου,0
Α σου παντήξη ο γάδαρος θα σε φάη,0
"Ο Νάχας κι' ο Νάβρας ήτον' αδέρφια, κι' ο Καμενάχης (ήτονε) πρώτ' αξαδέρφια",0
Έκαμε τη μύξα του νεύρο,0
Απέθανε να σ' αγαπώ και ζε να σοχ' αμάχι,0
Μαζώνει απογραφές,0
"Όσοι κακόμοιρ' έχει, έχει και τόσες κακομοίρες",0
Το σκεπασμένο τσουκάλι είναι πιο σίγουρ' από το ξίσκεπο,0
Ευκή ονιού αόραζε και μη βουδί αλοάρι,0
Άλλος ήλεε το μακρύ του κι άλλος το κοντό του,0
Ευχή γονιού σου άπαρε και στο βουνό ανέβα,0
Όλα σου τα δαχτύλια 'ναι ίσα;,0
Δεν έφααν οι σκύλλοι τσοι μέρες,0
Η καλοερική είναι βαρειά,0
Ω Θεέ τζη Κρήτης πο' διάης κι' εκρύφτης;,0
